"INSTANT COFFEE TYPE,REGION,SUB REGION,Country,Country Code,Segment,Sub-segment,SBUX Segments,Manufacturer,Brand,Time,Volume in cups Sales,Value Sales Local"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-09-2020,13451,1722687"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-06-2019,56548,21436260"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-07-2019,47433,41922858"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-08-2019,52989,8724783"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-09-2019,7560,42905869"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-10-2019,49824,3441820"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-10-2020,22915,21075806"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-11-2020,23593,54853600"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE NAPOLEON,CAFE NAPOLEON,01-11-2019,18962,21052091"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-01-2019,35780,30052629"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-02-2019,6484,6151571"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-03-2019,23272,38347104"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-04-2019,59857,36757332"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-05-2019,26452,38988527"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-12-2019,30625,54906104"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-02-2020,53889,6426432"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-03-2020,1851,33491356"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-04-2020,2337,38535345"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-05-2020,18628,40479958"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-06-2020,49976,53799064"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-07-2020,16566,59660704"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-08-2020,33430,51329018"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-09-2020,50368,39157159"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-06-2019,56134,25436556"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-07-2019,5941,4570496"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-08-2019,48976,47493799"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-09-2019,12661,22798943"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-10-2019,34078,32730009"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-10-2020,54137,15380946"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-11-2020,40778,25832587"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,CAFE ESCAPES,01-11-2019,50565,8648242"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-01-2019,6271,42421760"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-02-2019,36297,15675826"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-03-2019,36094,13993292"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-04-2019,56011,17147238"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-05-2019,33795,56109644"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-12-2019,51919,33367279"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-01-2020,57893,54213085"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-02-2020,57780,36187434"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-03-2020,30793,11514024"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-04-2020,13889,36993631"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-05-2020,34858,12487749"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-06-2020,22601,56218318"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-07-2020,8379,39545647"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-08-2020,11524,8051816"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-09-2020,9463,22227535"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-06-2019,17310,39865482"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-07-2019,1292,32606967"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-08-2019,48809,2978988"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-09-2019,11021,44515323"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-10-2019,4427,1335974"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-10-2020,18048,36293047"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-11-2020,54280,4587236"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE CASTELO CARTIER,CAFE CASTELO,01-11-2019,52563,14851512"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-01-2019,22117,26703456"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-02-2019,1640,58895188"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-03-2019,8184,19830977"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-04-2019,22650,35521202"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-05-2019,11554,54207756"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-12-2019,1483,57740634"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-01-2020,49698,59471184"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-02-2020,15776,56175481"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-03-2020,3196,3463590"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-04-2020,19467,28637866"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-05-2020,35943,20827284"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-06-2020,8034,49690105"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-07-2020,41328,6060197"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-08-2020,44054,19369941"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-09-2020,59516,39314512"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-06-2019,19181,31078699"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-07-2019,23434,34849125"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-08-2019,7201,29596540"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-09-2019,54875,15927896"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-10-2019,49115,11615368"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-10-2020,26639,24109103"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-11-2020,46213,4830922"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,CAFE AGGA,CAFE AGGA,01-11-2019,19510,45204212"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-01-2019,29245,47104915"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-02-2019,57981,16941608"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-03-2019,58767,57280745"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-04-2019,28505,44984150"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-05-2019,53367,37090764"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-12-2019,442,8800760"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-01-2020,46795,51918622"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-02-2020,48916,34659162"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-03-2020,53828,43687715"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-04-2020,49132,51351986"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-05-2020,25765,22940553"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-06-2020,58302,4597710"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-07-2020,779,58907870"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-08-2020,25489,25569606"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-09-2020,25051,24134060"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-06-2019,25893,51360177"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-07-2019,34504,22530224"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-08-2019,18710,5361318"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-09-2019,41786,26340080"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-10-2019,32676,43855933"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-10-2020,43382,56300118"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-11-2020,44122,46809660"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,LES CAFES HONORE,BRULERIE TATUM,01-11-2019,35487,8219872"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-01-2019,12340,27337215"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-02-2019,38104,31894377"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-03-2019,17916,53484994"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-04-2019,4793,30839069"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-05-2019,51334,13537618"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-12-2019,36163,14789299"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-01-2020,32104,38820987"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-02-2020,34341,47512551"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-03-2020,42451,14129051"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-04-2020,34739,18819829"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-05-2020,8127,49789496"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-06-2020,43869,33315114"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-07-2020,20771,41058003"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-08-2020,30107,45365715"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-09-2020,27404,54069736"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-06-2019,36978,2024237"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-07-2019,3997,107669"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-08-2019,14020,43140388"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-09-2019,32680,56252393"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-10-2019,20041,1173735"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-10-2020,36403,11474531"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-11-2020,50436,34658080"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,KEURIG DR PEPPER,BRULERIE MONT ROYAL,01-11-2019,17708,11447173"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-01-2019,57065,12261700"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-02-2019,711,7384902"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-03-2019,17635,32192690"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-04-2019,21386,40426914"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-05-2019,59760,13744864"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-12-2019,44295,45187949"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-01-2020,5062,27870996"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-02-2020,51298,57603004"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-03-2020,3001,26906477"
"NOT APPLICABLE,N. America,NORTH AMERICA,CANADA,CA,PORTIONED COFFEE,KEURIG K CUP,KEUR Kcup,BRULERIE LAURENTIDES,BRULERIE LAURENTIDES,01-04-2020,13087,43253382"
